Comment Date,Comment,Published To
12/27/2022,"I always enjoy my visit at Maguires.  My drink from bar was outstanding.  My hamburger was fixed to what I liked. I chose the mash potatoes as my side but had to send them back to reheat.  They were cold.  I also had the peach cobbler and asked for coffee with it.  The cobbler was ok, too much to eat.  I never did get the coffee which was ok, it started to get really busy and that was a very simple thing.  Still enjoyed and will always be back.
I really wish you would bring back the peanut butter pie. The light and fluffy one.  It was the best!",None
12/27/2022,Service was good and Ryan was helpful and effective.,None
12/27/2022,I am never disappointed with the food or service and the ambiance is always fantastic.,None
12/26/2022,"We felt like the hostess was doing the best she could with the amount of people in the restaurant. A second hostess might help so someone can always be at the entrance. Our server was kind and got the manager to come check on us because my husband’s burger was undercooked to what he ordered, but by that time he was so hungry he said he’d just eat it. The manager offered to make something else or give us a dessert. 
We stood inside for a minute or two waiting on the hostess to get us on the list. This has been an issue the last several times we’ve been. My husband always gets the donut burger, but they were out of donuts.  He ended up ordering a St James (I think that’s the name) burger cooked medium well, but it was undercooked to a medium rare. We were offered and accepted the brownie sundae which was amazing.",None
12/24/2022,Always a good experience. Sláinte!,None
12/24/2022,"Very friendly, nice atmosphere, and great food!",None
12/24/2022,We love the attentiveness of the servers at Crosstown Grill as well as the quality and portions served.  We often take our out of town guest to this location or McGuires in Senoia for the same reasons.,None
12/23/2022,Good food Great service.,None
12/21/2022,Yummy fish n chips!!,None
12/20/2022,Just wish entrees came out at the same time,None
12/19/2022,Our service,None
12/19/2022,Another great take out fish dinner tonight from Crosstown Grill.  Three veggie options too to choose from.,None
12/19/2022,"Friendly, Efficient staff and a wonderful atmosphere combined with good quality American Irish meals.",None
12/19/2022,Great food and great service!!,None
12/19/2022,We had 4 different entrees and all of them were great. Our server did a fantastic job. All and all a wonderful evening of dining.,None
12/19/2022,Sydney was our server and was excellent and friendly as always.  We tried 2 new entrees with steak medallions and salmon and both were delicious!,None
12/19/2022,"I am a regular customer and always have great, friendly service.  I encourage all my friends to visit and become regular customers.",None
12/19/2022,Always a welcoming environment. Staff is courteous and efficient. Love the Thursday night beer special. Always order food to help the restraint out.,None
12/18/2022,The food and the service and the beer is great as usual. We would like to see some kind of promotions of discounts.,None
12/16/2022,The customer service side was great. Unfortunately I saw how great it was because our burger was requested well done and it came out raw on the first bite. The food quality at this location has sadly dropped recently. Hopefully it gets fixed.,None
12/16/2022,New server was great,None
12/15/2022,"Service and food were of quality.  Noticed brownie dessert was different, less brownie offered.",None
12/13/2022,"At a recent get together with friends at Crosstown we had a table of 6.  Sydney was our server and did an excellent job.  The food was very good and arrived in a timely 
manner.  We all commented on her personable and efficient way that she accommodated us.
The checks were all accurate and we appreciated the attention received.",None
12/12/2022,Brought my sweet friends from Somerby here to enjoy a fun day out! Kayla took excellent care of us and our meals were so delicious!! You made out day!!,None
12/12/2022,"The “special” was less than.  $15 for a very bland baked pasta dish.  No flavor and … came accompanied with nothing.  Not a good dish or value.  

Soft pretzels and French onion soup were both excellent. 

Service was very good.",None
12/12/2022,Food is always great and the service is amazing.  Love you guys!,None
12/12/2022,Awesome service and food!!,None
12/11/2022,Our server Kirsty was very prompt and helpful.,None
12/10/2022,"Courteousness l, friendliness and arrentiveness og our waitress, Sydney.",None
12/09/2022,friendly service,None
12/08/2022,Got Caesar salad with chicken… salad was rather skimpy for $16….,None
12/08/2022,"Friends from out of town came and I brought them here for dinner. They said every town should have a Maguire’s!
We loved our time there!",None
12/07/2022,Great staff. Great food.,None
12/07/2022,"The staff is friendly, kind, and accommodating. The service was excellent!",None
12/06/2022,Grilled cheese,None
12/06/2022,Sometim3s @ Crosstown it's hit or miss w/ the service. This time was a good visit.,None
12/06/2022,Bathrooms smelled foul,None
12/05/2022,Bar was very attentive to what we needed,None
12/05/2022,Everything about our visit was exceptional!  We will be back soon!,None
12/04/2022,"The server was friendly and provided excellent service; she came around several times to see if we were pleased with our meals, and o see if there was anything else we needed.",None
12/04/2022,Food was good!,None
12/03/2022,"Service, good and atmosphere we're wonderful!",None
12/03/2022,its all good always......??,None
12/02/2022,"We enjoy the service, the food, and the atmosphere of the restaurant.  Our only suggestion would to add more items made from turkey or chicken.  We do not eat beef or pork.  
Thank you",None
12/02/2022,"The food is always very good, but with my latest visit the food was extraordinary good!  My friend and I had salmon and fish and chips.  They were wonderful as was the side dishes we enjoyed.  Service too was friendly and professional.  This was the first visit my friend had in this restaurant and she was also very impressed.",None
11/30/2022,We ordered the Fish and Chips and the Smashed Burger. Both were excellent!  The service was excellent as usual and we were very pleased with our meal.,None
